0.000000000000000000e+00,2.319769700989099837e-03,6.649911403655999788e-03,1.460506580769999931e-02,2.880160138010999862e-02,5.287060514092400271e-02,9.033711999654800429e-02,1.415509134531000024e-01,2.003933340311100098e-01,2.559017539024400212e-01,2.993346154689799921e-01,3.286090791225400043e-01,3.464102149009700149e-01,3.636375069618200118e-01,3.837435841560399852e-01,4.067276418209099798e-01,4.323865771293600169e-01,4.602851867675800124e-01,4.897613227367400013e-01,5.199754238128699857e-01,5.500000119209299543e-01,5.796874761581399804e-01,6.093750000000000000e-01,6.390625238418600196e-01,6.687499880790700457e-01,6.984375119209299543e-01,7.281249761581399804e-01,7.578125000000000000e-01,7.875000238418600196e-01,8.171874880790700457e-01,8.468750119209299543e-01,8.765624761581399804e-01,9.062500000000000000e-01,9.359375238418600196e-01,9.656249880790700457e-01,9.953125119209299543e-01,1.024999976158099901e+00,1.054687500000000000e+00,1.084375023841900099e+00,1.114062547683700055e+00,1.143749952316299945e+00,1.173437476158099901e+00,1.203125000000000000e+00,1.232812523841900099e+00,1.262500047683700055e+00,1.292187452316299945e+00,1.321874976158099901e+00,1.351562500000000000e+00,1.381250023841900099e+00,1.410937547683700055e+00,1.440624952316299945e+00,1.470312476158099901e+00,1.500000000000000000e+00
-1.205278211273300018e-03,1.004420570097900103e-03,5.502456333488199916e-03,1.340643316507299926e-02,2.745051309466400163e-02,5.124012753367399725e-02,8.824363350868200118e-02,1.387995630502699973e-01,1.969423145055800017e-01,2.519769966602299904e-01,2.953158020973200015e-01,3.248830437660200077e-01,3.438866436481500255e-01,3.619111776351899845e-01,3.823567926883699730e-01,4.056281745433800157e-01,4.315275549888599738e-01,4.595923721790299843e-01,4.891194105148299887e-01,5.192117094993600190e-01,5.489192605018600180e-01,5.784361958503699830e-01,6.079278588294999564e-01,6.374252438545200405e-01,6.669504046440100087e-01,6.965060234069799794e-01,7.260908484458900025e-01,7.557029128074600477e-01,7.853400707244899692e-01,8.150001168250999850e-01,8.446810841560400407e-01,8.743810653686500123e-01,9.040983319282499542e-01,9.338312745094300427e-01,9.635784626007100062e-01,9.933384656906100174e-01,1.023110032081600007e+00,1.052891850471499913e+00,1.082682847976699891e+00,1.112481832504299994e+00,1.142287611961400051e+00,1.172098875045799904e+00,1.201914668083200022e+00,1.231733441352800051e+00,1.261554121971099951e+00,1.291375279426600020e+00,1.321195363998399985e+00,1.351012825965899999e+00,1.380825757980300050e+00,1.410632371902500015e+00,1.440429568290700013e+00,1.470213174819900104e+00,1.500000000000000000e+00
-2.442900557071000026e-03,-5.844731931574600374e-04,4.061873070895699600e-03,1.195166632533099967e-02,2.587383426725900146e-02,4.941857978701599818e-02,8.598922938108399805e-02,1.359045505523699959e-01,1.933792382478700111e-01,2.480437904596299870e-01,2.914917767047899844e-01,3.216316401958499993e-01,3.413489460945099974e-01,3.593590259551999733e-01,3.801952302455899879e-01,4.038569033145900100e-01,4.301044642925300199e-01,4.584144055843399901e-01,4.880045950412800204e-01,5.179011821746799527e-01,5.472484230995200427e-01,5.763198733329799595e-01,6.054010987281800427e-01,6.345590353012100504e-01,6.638047099113499883e-01,6.931374073028599980e-01,7.225522994995100534e-01,7.520432472228999465e-01,7.816039919853200457e-01,8.112282752990700452e-01,8.409100770950299619e-01,8.706439733505200174e-01,9.004247784614599626e-01,9.302479624748200004e-01,9.601090550422699543e-01,9.900041222572300015e-01,1.019929409027100053e+00,1.049881219863900039e+00,1.079856276512100033e+00,1.109851241111800002e+00,1.139862895011900079e+00,1.169887781143200023e+00,1.199922680854800028e+00,1.229964256286600000e+00,1.260008931160000012e+00,1.290053009986900090e+00,1.320092797279400099e+00,1.350124001503000049e+00,1.380142092704800039e+00,1.410141944885300092e+00,1.440117597580000020e+00,1.470062494278000065e+00,1.500000000000000000e+00
-3.746079280972499856e-03,-2.086639404296900153e-03,2.539051463827499914e-03,1.041411887854300049e-02,2.420784905552900157e-02,4.749164357781399809e-02,8.359785377979299381e-02,1.328175216913199952e-01,1.895482540130599969e-01,2.437731176614799933e-01,2.873019278049500080e-01,3.180072307586699898e-01,3.382992148399400212e-01,3.564812839031200054e-01,3.777172863483400089e-01,4.018149375915500143e-01,4.284592270851099727e-01,4.570505321025800094e-01,4.867178797721899985e-01,5.164133310317999825e-01,5.453598499298100144e-01,5.739631056785600149e-01,6.025698184966999937e-01,6.313409805297900412e-01,6.602737307548499635e-01,6.893598437309299554e-01,7.185891866683999929e-01,7.479507327079799595e-01,7.774331569671599773e-01,8.070253729820300315e-01,8.367169499397300036e-01,8.664978742599499517e-01,8.963592052459700144e-01,9.262923598289499738e-01,9.562896490097000379e-01,9.863438606262200370e-01,1.016448259353599948e+00,1.046596407890300062e+00,1.076782226562500000e+00,1.106999874115000004e+00,1.137243390083300110e+00,1.167507410049400063e+00,1.197785973548900040e+00,1.228073239326499921e+00,1.258363366126999949e+00,1.288650274276700092e+00,1.318927288055399938e+00,1.349187850952100032e+00,1.379424691200300090e+00,1.409629583358799954e+00,1.439794063568099913e+00,1.469909787178000027e+00,1.500000000000000000e+00
-5.149785429239299960e-03,-3.591820597648599789e-03,9.215245954692399518e-04,8.765800856053799703e-03,2.241988107562100166e-02,4.542049393057800283e-02,8.102279901504499948e-02,1.294839978218099985e-01,1.853896826505699869e-01,2.391017079353300046e-01,2.826747596263899931e-01,3.139103651046800114e-01,3.347320854663800027e-01,3.532429635524699796e-01,3.749179840087900062e-01,3.995044529437999925e-01,4.265989661216699758e-01,4.555113315582299816e-01,4.852719306945800226e-01,5.147520899772599634e-01,5.432518124580399954e-01,5.713709592819200545e-01,5.994777083396900519e-01,6.278301477432299826e-01,6.564242243766800211e-01,6.852449178695699805e-01,7.142764329910300525e-01,7.435021400451700124e-01,7.729052305221599806e-01,8.024692535400399507e-01,8.321784734725999888e-01,8.620181679725600343e-01,8.919745683669999536e-01,9.220350384712200364e-01,9.521877765655499815e-01,9.824219346046400014e-01,1.012727260589600053e+00,1.043094038963300108e+00,1.073513269424400063e+00,1.103976011276200042e+00,1.134473681449899907e+00,1.164997816085800109e+00,1.195540070533799959e+00,1.226091861724899923e+00,1.256644725799600071e+00,1.287189841270399926e+00,1.317718029022199921e+00,1.348219871521000091e+00,1.378685355186499928e+00,1.409103751182599895e+00,1.439463973045300049e+00,1.469755649566699907e+00,1.500000000000000000e+00
-6.691688206046799738e-03,-5.191384814679600099e-03,-8.170523797161899924e-04,6.967202760279200303e-03,2.046710439026400152e-02,4.315878823399500047e-02,7.821331918239600445e-02,1.258502751588800039e-01,1.808519810438199982e-01,2.339844405651100023e-01,2.775670886039700025e-01,3.092933893203699824e-01,3.306442201137499981e-01,3.496022522449500070e-01,3.717853128910100224e-01,3.969239592552200047e-01,4.245279729366300270e-01,4.538030028343200128e-01,4.836694002151499805e-01,5.129113793373100139e-01,5.409247875213599732e-01,5.685364007949800236e-01,5.961269140243500297e-01,6.240399479866000076e-01,6.522760987281800427e-01,6.808168292045599923e-01,7.096409797668500330e-01,7.387261390685999629e-01,7.680497169494600040e-01,7.975894212722800525e-01,8.273238539695699778e-01,8.572329282760600133e-01,8.872978091239900333e-01,9.175012111663799486e-01,9.478268623352099631e-01,9.782597422599800252e-01,1.008785843849199892e+00,1.039391875266999943e+00,1.070065140724199892e+00,1.100793600082399903e+00,1.131565451621999951e+00,1.162369370460500040e+00,1.193193793296799976e+00,1.224027395248399985e+00,1.254858732223500084e+00,1.285676360130300067e+00,1.316468238830599935e+00,1.347222328186000073e+00,1.377925753593399971e+00,1.408565521240199958e+00,1.439127683639499944e+00,1.469599723815899983e+00,1.500000000000000000e+00
-8.413164876401400122e-03,-6.950319744646499785e-03,-2.712841844186199801e-03,4.975677002221299931e-03,1.830291561782399976e-02,4.065678268670999684e-02,7.511633634567299600e-02,1.218624264001799962e-01,1.758867204189299982e-01,2.283833622932399943e-01,2.719470560550700244e-01,3.041337728500400073e-01,3.260385990142800061e-01,3.455425798892999834e-01,3.683209419250499939e-01,3.940876126289399872e-01,4.222657382488300137e-01,4.519440233707400223e-01,4.819210469722700063e-01,5.108941793441800217e-01,5.383875370025600349e-01,5.654668211936999533e-01,5.925267338752699953e-01,6.199874281883199778e-01,6.478542685508700272e-01,6.761064529418899793e-01,7.047181129455599713e-01,7.336611151695300315e-01,7.629066705703699824e-01,7.924264073371900530e-01,8.221930265426600215e-01,8.521808385849000134e-01,8.823657631874100016e-01,9.127252697944600035e-01,9.432386159896900546e-01,9.738863110542299584e-01,1.004650115966799984e+00,1.035512804984999979e+00,1.066457986831699900e+00,1.097470045089699919e+00,1.128533720970199994e+00,1.159634232521099984e+00,1.190757036209100006e+00,1.221887588501000099e+00,1.253011584281900070e+00,1.284114480018599957e+00,1.315181493759199904e+00,1.346197605133099939e+00,1.377147555351299957e+00,1.408015489578199997e+00,1.438785314559900108e+00,1.469441652298000056e+00,1.500000000000000000e+00
-1.036041323095599972e-02,-8.925030939281000664e-03,-4.813529085367899800e-03,2.744488185271599934e-03,1.587606035172900096e-02,3.786060959100699674e-02,7.167616486549399646e-02,1.174667254090299984e-01,1.704497635364499997e-01,2.222693562507599974e-01,2.657972574233999907e-01,2.984325289726300068e-01,3.209352791309399988e-01,3.410787880420699802e-01,3.645503222942400035e-01,3.910320401191699768e-01,4.198521673679400101e-01,4.499679803848299908e-01,4.800467491149900123e-01,5.087099075317399466e-01,5.356529951095599928e-01,5.621783733367899938e-01,5.886958837509199682e-01,6.156978011131299944e-01,6.431921720504799600e-01,6.711549162864699491e-01,6.995550394058199783e-01,7.283584475517299595e-01,7.575299739837599855e-01,7.870349884033199794e-01,8.168402910232499536e-01,8.469144701957700416e-01,8.772281408309899886e-01,9.077538847923299903e-01,9.384659528732299805e-01,9.693404436111500155e-01,1.000354766845700016e+00,1.031487464904800033e+00,1.062718510627699953e+00,1.094027996063200003e+00,1.125397443771400052e+00,1.156808257103000059e+00,1.188242673873900035e+00,1.219682812690700002e+00,1.251111030578599959e+00,1.282509922981299955e+00,1.313861727714499938e+00,1.345148444175700009e+00,1.376352190971400047e+00,1.407454609870899986e+00,1.438436985015900005e+00,1.469281792640700024e+00,1.500000000000000000e+00
-1.258568651974199988e-02,-1.117304805666199941e-02,-7.177392952144099995e-03,2.206224016845199996e-04,1.312907692044999915e-02,3.471104055643099706e-02,6.783384084701500616e-02,1.126097962260200064e-01,1.645021438598600061e-01,2.156236767768900109e-01,2.591176927089700044e-01,2.922150492668200150e-01,3.153778016567200249e-01,3.362583220004999873e-01,3.605297803878799723e-01,3.878214955329900016e-01,4.173491597175599810e-01,4.479216933250400046e-01,4.780704975128199918e-01,5.063670873641999970e-01,5.327303409576400473e-01,5.586881041526799985e-01,5.846581459045400164e-01,6.112035512924199887e-01,6.383317708969099558e-01,6.660133004188499850e-01,6.942105293273900246e-01,7.228823304176299480e-01,7.519869804382299794e-01,7.814836502075199753e-01,8.113333582878099470e-01,8.414993882179300222e-01,8.719472885131800410e-01,9.026449322700500488e-01,9.335620403289800473e-01,9.646701812744099547e-01,9.959425330161999490e-01,1.027353644371000074e+00,1.058879137039199891e+00,1.090495467186000100e+00,1.122179985046400041e+00,1.153910756111099944e+00,1.185666203498799920e+00,1.217425107955899977e+00,1.249166488647500017e+00,1.280869603156999936e+00,1.312513589858999907e+00,1.344077944755599940e+00,1.375541567802399889e+00,1.406883716583299915e+00,1.438083171844499963e+00,1.469119906425500055e+00,1.500000000000000000e+00
-1.514870300888999932e-02,-1.375774480402499993e-02,-9.872681461274599585e-03,-2.658382290974300143e-03,9.996093809604599673e-03,3.114177286624900121e-02,6.352610141038900204e-02,1.072382107377100047e-01,1.580101102590600048e-01,2.084384858608200053e-01,2.519270479679099894e-01,2.855312526225999847e-01,3.094367086887400142e-01,3.311625123024000139e-01,3.563501238822899819e-01,3.845492303371400022e-01,4.148371219634999774e-01,4.458563327789299979e-01,4.760097861290000232e-01,5.038644075393700072e-01,5.296196937560999629e-01,5.550084114074700370e-01,5.804376006126400478e-01,6.065412759780900442e-01,6.333224177360500251e-01,6.607424020767199702e-01,6.887542605400099882e-01,7.173087596893300555e-01,7.463571429252600087e-01,7.758527398109400508e-01,8.057514429092399455e-01,8.360119462013200220e-01,8.665955066680900432e-01,8.974658250808700277e-01,9.285885691642800088e-01,9.599313139915499615e-01,9.914631843566900082e-01,1.023154735565199980e+00,1.054977416992199934e+00,1.086904048919699939e+00,1.118908047676099971e+00,1.150963425636299942e+00,1.183045148849499961e+00,1.215128183364899916e+00,1.247188091278099931e+00,1.279200911521900075e+00,1.311142683029199896e+00,1.342989444732699988e+00,1.374717712402300007e+00,1.406303763389600059e+00,1.437724113464400100e+00,1.468956112861599994e+00,1.500000000000000000e+00
